"term","name","family"
"beken","Middle English","Indo-European"
"Bekisar","Javanese","Austronesian"
"bekko","Japanese","Japonic"
"beknit","Middle English","Indo-European"
"beknow","Middle English","Indo-European"
"Bektashi","Turkish","Turkic"
"Bel","Latin","Indo-European"
"bel-accoyle","Middle French","Indo-European"
"bel canto","Italian","Indo-European"
"bel esprit","French","Indo-European"
"Bel Paese","Italian","Indo-European"
"Belainsky","Polish","Indo-European"
"belamour","Middle French","Indo-European"
"Beland","Polish","Indo-European"
"belandre","Dutch","Indo-European"
"Belansky","Polish","Indo-European"
"belap","Middle English","Indo-European"
"Belardo","Spanish","Indo-European"
"Belarus","Slavic","Indo-European"
"Belasco","Spanish","Indo-European"
"belash","Middle English","Indo-European"
"belashed","Middle English","Indo-European"
"belast","Middle English","Indo-European"
"belaugh","Middle English","Indo-European"
"belave","Middle English","Indo-European"
"belay","Middle English","Indo-European"
"Belcarra","Irish","Indo-European"
"belch","Middle English","Indo-European"
"Bełchatów","Polish","Indo-European"
"Belcher","French","Indo-European"
"Belcourt","French","Indo-European"
"beldame","Middle English","Indo-European"
"bélé","French","Indo-European"
"belead","Middle English","Indo-European"
"beleaguer","Dutch","Indo-European"
"beleave","Middle English","Indo-European"
"belemnite","Ancient North Greek","Indo-European"
"Belfast","Irish","Indo-European"
"Belfrage","Middle English","Indo-European"
"belfry","Middle French","Indo-European"
"Belgae","Latin","Indo-European"
"belgard","Italian","Indo-European"
"Belger","German","Indo-European"
"Belgic","Latin","Indo-European"
"Belgium","Latin","Indo-European"
"Belgorod","Russian","Indo-European"
"belhambra","Spanish","Indo-European"
"Belial","Here","Atlantic-Congo"
"belie","Middle English","Indo-European"
"belief","Middle English","Indo-European"
"beliefful","Middle English","Indo-European"
"belieffulness","Middle English","Indo-European"
"believable","Middle English","Indo-European"
"believe","Germanic","Indo-European"
"believe in","Latin","Indo-European"
"believer","Middle English","Indo-European"
"believing","Middle English","Indo-European"
"belight","Middle English","Indo-European"
"belike","Middle English","Indo-European"
"beliked","Middle English","Indo-European"
"belimb","Middle English","Indo-European"
"Belinda","French","Indo-European"
"belirt","Middle English","Indo-European"
"Belisarios","Bantik","Austronesian"
"Belisarius","Bantik","Austronesian"
"belive","Indo-European","Indo-European"
"Beliveau","French","Indo-European"
"beliven","Middle English","Indo-European"
"Belize","Mopán Maya","Mayan"
"Belkadi","Arabic","Afro-Asiatic"
"bell","Germanic","Indo-European"
"Bell Busk","Old Norse","Indo-European"
"bell ringer","Middle English","Indo-European"
"Bella","Italian","Indo-European"
"Bella Coola","Heiltsuk","Wakashan"
"belladonna","Medieval Latin","Indo-European"
"Bellanca","Italian","Indo-European"
"Bellantoni","Italian","Indo-European"
"Bellatrix","Latin","Indo-European"
"belle","French","Indo-European"
"Belle","French","Indo-European"
"Belle Époque","French","Indo-European"
"Belle Fourche","French","Indo-European"
"belle laide","French","Indo-European"
"belle sabreuse","French","Indo-European"
"Belle Vue","French","Indo-European"
"Belleau","French","Indo-European"
"Bellefontaine","French","Indo-European"
"Bellegarde","French","Indo-European"
"Bellerophon","Ancient North Greek","Indo-European"
"Bellerose","French","Indo-European"
"belles-lettres","French","Indo-European"
"belletrism","French","Indo-European"
"belletrist","German","Indo-European"
"Bellevue","French","Indo-European"
"bellfounder","Middle English","Indo-European"
"bellhouse","Middle English","Indo-European"
"Belliard","French","Indo-European"
"bellic","Latin","Indo-European"
"bellicism","Latin","Indo-European"
"bellicist","Latin","Indo-European"
"bellicose","Latin","Indo-European"
"belliferous","Latin","Indo-European"
"belligerati","Latin","Indo-European"
"belligerent","Latin","Indo-European"
"belling","Middle English","Indo-European"
"Belling","German","Indo-European"
"Bellinzona","Latin","Indo-European"
"bellipotence","Latin","Indo-European"
"bellmaker","Middle English","Indo-European"
"bellman","Middle English","Indo-European"
"bello","Italian","Indo-European"
"Bellona","Latin","Indo-European"
"bellow","Indo-European","Indo-European"
"bellows","Middle English","Indo-European"
"belluine","Latin","Indo-European"
"bellwether","Middle English","Indo-European"
"belly","Indo-European","Indo-European"
"belly dance","French","Indo-European"
"bellyband","Japanese","Japonic"
"Belo","Portuguese","Indo-European"
"Belo Horizonte","Portuguese","Indo-European"
"belock","Middle English","Indo-European"
"belomancy","Ancient North Greek","Indo-European"
"belonephobia","Ancient North Greek","Indo-European"
"belong","Middle English","Indo-European"
"Belongia","French","Indo-European"
"belonging","Middle English","Indo-European"
"belonite","Ancient North Greek","Indo-European"
"belonoid","Ancient North Greek","Indo-European"
"belook","Middle English","Indo-European"
"Beloozero","Russian","Indo-European"
"belote","French","Indo-European"
"Belous","Russian","Indo-European"
"belove","Middle English","Indo-European"
"below","Middle English","Indo-European"
"Belphegor","Biblical Hebrew","Afro-Asiatic"
"belt","Latin","Indo-European"
"Belt and Road","Middle Chinese","Sino-Tibetan"
"Belteshazzar","Here","Atlantic-Congo"
"Beltran","Spanish","Indo-European"
"beluga","Russian","Indo-European"
"beluine","Latin","Indo-European"
"Belux","Dutch","Indo-European"
"belvedere","Italian","Indo-European"
"bema","Ancient North Greek","Indo-European"
"beman","Middle English","Indo-European"
"bemark","German","Indo-European"
"bemaze","Middle English","Indo-European"
"beme","Middle English","Indo-European"
"bemean","Middle English","Indo-European"
"bemete","Middle English","Indo-European"
"Bemidji","Nuclear Ojibwe","Algic"
"beming","Middle English","Indo-European"
"bemire","Middle English","Indo-European"
"bemoan","Middle English","Indo-European"
"bemoil","French","Indo-European"
"bemol","Italian","Indo-European"
"bemourn","Middle English","Indo-European"
"ben","Middle English","Indo-European"
"Ben More","Scottish Gaelic","Indo-European"
"Ben Nevis","Scottish Gaelic","Indo-European"
"Bến Tre","Vietnamese","Austroasiatic"
"Benak","Czech","Indo-European"
"bename","Middle English","Indo-European"
"benami","Urdu","Indo-European"
"Benavidez","Spanish","Indo-European"
"benben stone","Egyptian","Afro-Asiatic"
"bench","Indo-European","Indo-European"
"Bench","Czech","Indo-European"
"Bencivenga","Italian","Indo-European"
"bend","Indo-European","Indo-European"
"Bendavid","Here","Atlantic-Congo"
"bendel","Middle French","Indo-European"
"bendir","Moroccan Arabic","Afro-Asiatic"
"Bendixen","Norwegian","Indo-European"
"bendly","Middle English","Indo-European"
"bendy","Middle French","Indo-European"
"bene","Latin","Indo-European"
"beneath","Middle English","Indo-European"
"Benedicite","Latin","Indo-European"
"benedict","Latin","Indo-European"
"Benedict","Late Latin","Indo-European"
"Benedictine","Latin","Indo-European"
"benediction","Old Latin","Indo-European"
"Benedictus","Old Latin","Indo-European"
"benedight","Latin","Indo-European"
"benefaction","Latin","Indo-European"
"benefactive","Latin","Indo-European"
"benefactor","Medieval Latin","Indo-European"
"benefic","Latin","Indo-European"
"benefice","Middle French","Indo-European"
"beneficence","Latin","Indo-European"
"beneficent","Latin","Indo-European"
"beneficial","Late Latin","Indo-European"
"beneficiary","Latin","Indo-European"
"beneficiate","Spanish","Indo-European"
"benefit","Anglo-Norman","Indo-European"
"Benenati","Italian","Indo-European"
"Benesch","German","Indo-European"
"benet","Latin","Indo-European"
"Benevento","Latin","Indo-European"
"benevolence","Latin","Indo-European"
"benevolent","Middle French","Indo-European"
"benevolous","Latin","Indo-European"
"Bengal","Portuguese","Indo-European"
"Bengali","Old Persian","Bookkeeping"
"bengaline","French","Indo-European"
"Bengaluru","Kannada","Dravidian"
"Beni Suef","Arabic","Afro-Asiatic"
"Benicio","Spanish","Indo-European"
"benight","Middle English","Indo-European"
"benign","Middle French","Indo-European"
"benignity","Middle French","Indo-European"
"benignly","Middle English","Indo-European"
"benihana","Japanese","Japonic"
"benim","Middle English","Indo-European"
"benimming","Middle English","Indo-European"
"Benin","Isekiri","Atlantic-Congo"
"Beninois","French","Indo-European"
"benison","Middle French","Indo-European"
"benitier","Latin","Indo-European"
"Benjamin","Late Latin","Indo-European"
"benne","Maay","Afro-Asiatic"
"Benne","German","Indo-European"
"bennet","Middle French","Indo-European"
"Bennet","French","Indo-European"
"Bennu","Egyptian","Afro-Asiatic"
"benocclusion","Latin","Indo-European"
"Benscoter","Dutch","Indo-European"
"benshi","Japanese","Japonic"
"Bensman","German","Indo-European"
"bent","Middle English","Indo-European"
"Bentham","Middle English","Indo-European"
"benthos","Ancient North Greek","Indo-European"
"Bentinck","Dutch","Indo-European"
"Bentivegna","Italian","Indo-European"
"Bentley","Middle English","Indo-European"
"Bentsen","Norwegian","Indo-European"
"bentsh","Eastern Yiddish","Indo-European"
"bentsher","Eastern Yiddish","Indo-European"
"Benvenuti","Italian","Indo-European"
"Benz","German","Indo-European"
"Benzaiten","Japanese","Japonic"
"benzene","German","Indo-European"
"Benzion","Here","Atlantic-Congo"
"benzoic","French","Indo-European"
"benzoin","Middle French","Indo-European"
"beot","Middle English","Indo-European"
"Beothuk","Beothuk","Beothuk"
"Beowulf","Middle English","Indo-European"
"bepiss","Middle English","Indo-European"
"bequeath","Middle English","Indo-European"
"bequest","Middle English","Indo-European"
"ber","Hindi","Indo-European"
"berain","Middle English","Indo-European"
"berakhah","Here","Atlantic-Congo"
"Beran","Czech","Indo-European"
"Beranek","Czech","Indo-European"
"Berardi","Italian","Indo-European"
"Berardinelli","Italian","Indo-European"
"Berat","Ottoman Turkish","Turkic"
"beray","Middle English","Indo-European"
"Berber","Arabic","Afro-Asiatic"
"berbere","Amharic","Afro-Asiatic"
"Berberian","Western Armenian","Indo-European"
"berberidaceous","Tingal","Bookkeeping"
"Berbock","German","Indo-European"
"bercary","Latin","Indo-European"
"berceuse","French","Indo-European"
"Berchtold","German","Indo-European"
"Bercier","French","Indo-European"
"berdache","Italian","Indo-European"
"Berdichev","Russian","Indo-European"
"Berdychiv","Ukrainian","Indo-European"
"bere","Middle English","Indo-European"
"Bere Regis","Latin","Indo-European"
"beread","Middle English","Indo-European"
"bereave","Middle English","Indo-European"
"berede","Middle English","Indo-European"
"Bereitschaftspotential","German","Indo-European"
"berend","Middle English","Indo-European"
"Berengar","Germanic","Indo-European"
"Berenice","Ancient North Greek","Indo-European"
"berestology","Russian","Indo-European"
"beret","Southern Occitan","Indo-European"
"berewick","Middle English","Indo-European"
"Bereza","Ukrainian","Indo-European"
"berg","Afrikaans","Indo-European"
"Berg","German","Indo-European"
"Bergamasco","Italian","Indo-European"
"Bergamask","Italian","Indo-European"
"bergamia","Italian","Indo-European"
"Bergamo","Italian","Indo-European"
"bergamot","Italian","Indo-European"
"bergander","German","Indo-European"
"Berganza","Spanish","Indo-European"
"Bergen","Old Norse","Indo-European"
"Bergen County","Dutch","Indo-European"
"Bergen op Zoom","Dutch","Indo-European"
"Bergenser","Norwegian Bokmål","Indo-European"
"Berger Picard","French","Indo-European"
"bergeret","Middle French","Indo-European"
"bergerette","French","Indo-European"
"Bergfeld","German","Indo-European"
"bergfried","German","Indo-European"
"bergh","Middle English","Indo-European"
"Berghoff","German","Indo-European"
"bergie","Afrikaans","Indo-European"
"Bergland","Norwegian","Indo-European"
"bergmeal","German","Indo-European"
"Bergoglio","Italian","Indo-European"
"Bergquist","Swedish","Indo-European"
"bergshrund","German","Indo-European"
"Bergstedt","Swedish","Indo-European"
"bergstock","German","Indo-European"
"Bergstrom","Swedish","Indo-European"
"bergwind","Dutch","Indo-European"
"beriberi","Sinhala","Indo-European"
"beride","Middle English","Indo-European"
"berimbau","Portuguese","Indo-European"
"Beringer","Dutch","Indo-European"
"Berish","German","Indo-European"
"Berisha","Albanian","Indo-European"
"berisp","Middle Dutch","Indo-European"
"Beristain","Spanish","Indo-European"
"Berk","Germanic","Indo-European"
